question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
4072,شواهد نشان می دهد که به ازاي افزایش BMI فشار خون هم افزایش پیدا می کند. این مفهوم را با کدام شاخص آماري میتوان سنجید؟,"{'1': 'رگرسیون خطی ', '2': 'همبستگی خطی ', '3': 'رگرسیون مولتیپل ', '4': 'مقایسه میانگین'}",آمار,1398,2,"Evidence shows that as BMI increases, blood pressure also increases. Which statistical index can be used to measure this concept?","{""1"": ""Linear Regression"", ""2"": ""Linear Correlation"", ""3"": ""Multiple Regression"", ""4"": ""Mean Comparison""}",Statistics,other,direct_question,statistics,correlation,intermediate,0.0,"[""statistics"", ""correlation""]",unspecified,unspecified,unspecified,Unspecified
14639,کدام یک از داروهای متسع کننده شریانی باعث کاهش رهاسازی انسولین و ایجاد هایپرکلسمی می شود؟,"{'1': 'دیازوکساید ', '2': 'هیدرالازین ', '3': 'ماینوکسیدیل ', '4': 'نیتروپروساید'}",فارماکولوژی,1394,1,Which of the arterial vasodilators causes decreased insulin release and hyperglycemia?,"{""1"": ""Diazoxide"", ""2"": ""Hydralazine"", ""3"": ""Minoxidil"", ""4"": ""Nitroprusside""}",Pharmacology,pharmacology,direct_question,pharmacology,Drug Effects,intermediate,0.0,"[""Pharmacology"", ""Endocrinology"", ""Drug side effects""]",unspecified,unspecified,unspecified,Unspecified
5896,آقای 50 ساله‌ای به علت تغییر رنگ ناخن شست پای راست از یک سال قبل، به شما مراجعه کرده است. در معاینه یک نوار طولی سیاه‌رنگ در ناخن دیده می‌شود و پیگمانتاسیون به چین پروگزیمال ناخن گسترش یافته است. مناسب‌ترین اقدام کدام است؟,"{'1': 'بیوپسی ', '2': 'اسمیر هیدروکسید پتاسیم ', '3': 'پیگیری و معاینه منظم هر 6 ماه ', '4': 'نیاز به اقدام خاصی نیست'}",پوست,1397,1,A 50-year-old man presents to you due to discoloration of the right great toenail for the past year. Examination reveals a black longitudinal band in the nail and pigmentation extending to the proximal nail fold. What is the most appropriate action?,"{""1"": ""Biopsy"", ""2"": ""Potassium hydroxide smear"", ""3"": ""Regular follow-up and examination every 6 months"", ""4"": ""No specific action is needed""}",Dermatology,diagnosis,case_scenario,dermatology,nail disorders,intermediate,1.0,"[""dermatology"", ""nail pathology"", ""melanoma diagnosis"", ""Hutchinson's sign""]",male,50,years,Adult (18+)
3198,آقاي 40 ساله با تشخيص بيماري گريوز كه از يك ماه قبل متيمازول دريافت ميكند، با تب و گلودرد مراجعه كرده است. در معاينه، تيروئيد بزرگ است و درناحيه دهان زخم دارد. آزمايشهاي وي به شرح زير است: TSH =0.001 mIU/L(0.3 -5) T4 =16 µg/dl (4.5 -12) T3 =320ng/dl (90-190) ESR =20 اقدام مناسب بعدي كدام است؟,"{'1': 'قطع متيمازول و انجام CBCاورژانسي ', '2': 'ادامه متيمازول و شروع درمان با استروئيد ', '3': 'قطع متيمازول و شروع پروپيل تيوراسيل ', '4': 'افزايش دوز متيمازول جهت كنترل هايپرتيروئيدي'}",غدد,1399,1,"A 40-year-old man diagnosed with Graves' disease, who has been receiving methimazole for the past month, presents with fever and sore throat. On examination, the thyroid is enlarged and there are ulcers in the mouth area. His laboratory tests are as follows: TSH = 0.001 mIU/L (0.3 - 5), T4 = 16 µg/dl (4.5 - 12), T3 = 320 ng/dl (90 - 190), ESR = 20. What is the appropriate next step?","{""1"": ""Discontinue methimazole and perform emergency CBC"", ""2"": ""Continue methimazole and start steroid treatment"", ""3"": ""Discontinue methimazole and start propylthiouracil"", ""4"": ""Increase the dose of methimazole to control hyperthyroidism""}",Endocrinology,treatment,case_scenario,endocrinology,thyroid_disorders,intermediate,1.0,"[""Graves' disease management"", ""Methimazole side effects"", ""Evaluation of fever and sore throat in patients on antithyroid medications"", ""Interpretation of thyroid function tests"", ""Management of agranulocytosis""]",male,40,years,Adult (18+)
5312,خانم 45 ساله، با درد ناگهاني RUQ با انتشار بين دو كتف، همراه با تهوع مراجعه كرده است. بيمار سابقه چنين دردي را سه ماه قبل هم داشته است. در معاينه، مختصر حساسيت در اپي گاستر دارد. سونوگرافي، ضخامت جدار كيسه صفراي طبيعي به همراه اسلاژ درون آن را گزارش مي نمايد. مناسب ترين اقدام بعدي كدام است؟,"{'1': 'تجويز پنتاپرازول و مسكن ', '2': 'درمان آنتي بيوتيكي ', '3': 'تجويز اورسوبيل ', '4': 'كوله سيستكتومي'}",جراحی,1398,1,"A 45-year-old woman presented with sudden onset RUQ pain radiating to between the shoulder blades, accompanied by nausea. The patient had a similar pain episode three months prior. On examination, there is mild tenderness in the epigastrium. Ultrasound reports normal gallbladder wall thickness with sludge within it. What is the most appropriate next step?","{""1"": ""Prescription of Pantoprazole and analgesic"", ""2"": ""Antibiotic treatment"", ""3"": ""Prescription of Ursodiol"", ""4"": ""Cholecystectomy""}",Surgery,treatment,case_scenario,gastroenterology,biliary_disease,intermediate,1.0,"[""biliary colic"", ""gallbladder sludge"", ""abdominal pain differential diagnosis"", ""management of biliary symptoms""]",female,45,years,Adult (18+)
7427,دختر خانم 15 ساله ای با شکایت از درد های دوره ای لگن و آمنوره مراجعه نموده است. خصوصیات ثانویه جنسی نرمال است. کدام یک از اقدامات زیر از اولویت بیشتری برخوردار است؟,"{'1': 'انجام سونوگرافی لگن ', '2': 'تست LH, FSH ', '3': 'تست TSH, PRL ', '4': 'معاینه ژنیتالیا'}",زنان,1397,4,A 15-year-old girl presented with complaints of cyclical pelvic pain and amenorrhea. Secondary sexual characteristics are normal. Which of the following actions has higher priority?,"{""1"": ""Pelvic ultrasound"", ""2"": ""LH, FSH test"", ""3"": ""TSH, PRL test"", ""4"": ""Genital examination""}",Obstetrics and Gynecology,diagnosis,case_scenario,gynecology,pediatric_gynecology,intermediate,1.0,"[""Pediatric gynecology"", ""Amenorrhea"", ""Pelvic pain"", ""Differential diagnosis of amenorrhea and pelvic pain in adolescents"", ""Initial diagnostic steps in pediatric gynecology""]",female,15,years,Child (2-17)
18631,خانم 24 ساله ای با دیزوری، تکرار ادرار و تب از 2 روز پیش مراجعه کرده است. معاینه ژنیتالیای خارجی طبیعی است. پیوری دارد. علت دیگری برای تب در بررسی های مشخص نشده است. علائم حیاتی دیگر بیمار ثابت است. سابقه مشابه را نمی دهد. کدام یک از رژیم های آنتی بیوتیکی زیر جهت درمان تجربی وی مناسب تر است؟,"{'1': 'کوتریموکسازول ', '2': 'نیتروفورانتوئین ', '3': 'سیپروفلوکساسین ', '4': 'آمپی\u200cسیلین ـ سولباکتام'}",عفونی,1393,3,"A 24-year-old woman presents with dysuria, urinary frequency, and fever for the past 2 days. External genitalia examination is normal. She has pyuria. No other cause for fever was identified in the workup. Other vital signs are stable. She has no similar history. Which of the following antibiotic regimens is most suitable for her empirical treatment?","{""1"": ""Trimethoprim-sulfamethoxazole"", ""2"": ""Nitrofurantoin"", ""3"": ""Ciprofloxacin"", ""4"": ""Ampicillin-sulbactam""}",Infectious Diseases,treatment,case_scenario,nephrology,urinary_tract_infection,intermediate,1.0,"[""Diagnosis of uncomplicated UTI"", ""Empirical antibiotic treatment for UTI"", ""Pharmacology of antibiotics used for UTI""]",female,24,years,Adult (18+)
16542,"آقای 45 ساله با شکایت از ادم اندام تحتانی از 3 ماه قبل مراجعه نموده است. در معاینه ادم +3 اندام تحتانی و دور چشم ها مشهود است، BP:125/75 است. 2 ماه قبل نیز به علت DVT بستری شده بود. در بررسی آزمایشگاهی U/A:[(WBC:0-1) , RBC:10-12 , Protein=+++ , Glucose (-) در جمع آوری ادار 24 ساعته پروتئینوری 6 گرم دارد. در بیوپسی کلیه کدام مورد زیر محتمل تر است؟","{'1': 'آتروفی شدید توبول های کلیوی ', '2': 'نکروز فوکال و سگمنتال گلومرولی ', '3': 'گلومرولونقریت کریسنتریک ', '4': 'ضخیم شدن غشای پایه گلومرولی'}",نفرولوژی,1394,4,"A 45-year-old male presented with lower extremity edema for the past 3 months. On examination, +3 lower extremity edema and periorbital edema are observed, BP: 125/75. He was hospitalized 2 months ago due to DVT. Laboratory findings include U/A: [(WBC: 0-1), RBC: 10-12, Protein=+++, Glucose (-)]. 24-hour urine collection shows 6 grams of proteinuria. Which of the following is most likely in kidney biopsy?","{""1"": ""Severe renal tubular atrophy"", ""2"": ""Focal and segmental glomerulosclerosis"", ""3"": ""Crescentic glomerulonephritis"", ""4"": ""Thickening of the glomerular basement membrane""}",Nephrology,diagnosis,case_scenario,nephrology,glomerular_disease,intermediate,1.0,"[""Nephrotic syndrome"", ""Differential diagnosis of edema"", ""Interpretation of urinalysis"", ""Interpretation of 24-hour urine protein"", ""Kidney biopsy findings in glomerular diseases"", ""Association between DVT and nephrotic syndrome""]",male,45,years,Adult (18+)
8109,خانم 40 ساله ای به دلیل تغییر رفتاری و تشنج از یک هفته قبل به اورژانس آورده شده است. تست .PCR مایع مغزی نخاعی برای هرپس سیمپلکس مثبت گزارش شده است. کدامیک از موارد زیر در مورد بیمار فوق صحیح است؟,"{'1': 'در ام آرای این بیماران لوب اکسیپیتال بیشتر از مناطق دیگر درگیر می شود. ', '2': 'در EEG این بیماران امواج پریودیک Sharp-Slow می تواند دیده شود. ', '3': 'درمان انتخابی این بیماران آسیکلوویر به مدت یک هفته است. ', '4': 'پروگنوز این بیماران خوب بوده و در اکثر موارد بدون درمان خود به خود بهبود می یابند.'}",نورولوژی,1397,2,A 40-year-old woman was brought to the emergency department due to behavioral changes and seizures for the past week. CSF PCR test for Herpes Simplex was reported positive. Which of the following is true regarding the above patient?,"{""1"": ""In the MRI of these patients, the occipital lobe is more involved than other areas."", ""2"": ""In the EEG of these patients, periodic Sharp-Slow waves can be seen."", ""3"": ""The treatment of choice for these patients is Acyclovir for one week."", ""4"": ""The prognosis of these patients is good and in most cases, they improve spontaneously without treatment.""}",Neurology,treatment,direct_question,infectious_disease,viral_infections,intermediate,1.0,"[""herpes simplex encephalitis"", ""diagnosis of viral encephalitis"", ""treatment of herpes simplex encephalitis""]",female,40,years,Adult (18+)
10510,کدامیک از عوامل اسهال، به حجم بالای میکروارگانیسم، برای انتقال شخص به شخص نیاز دارد؟,"{'1': 'ژیاردیا لامبلیا ', '2': 'ویبریو کلرا ', '3': 'ای کولی انتروهموراژیک ', '4': 'شیگلا فلکسنری'}",عفونی,1396,2,Which of the diarrheal agents requires a high volume of microorganisms for person-to-person transmission?,"{""1"": ""Giardia lamblia"", ""2"": ""Vibrio cholerae"", ""3"": ""Enterohemorrhagic E. coli"", ""4"": ""Shigella flexneri""}",Infectious Diseases,etiology,direct_question,infectious_disease,gastrointestinal_infections,intermediate,0.0,"[""infectious_diarrhea"", ""microbiology"", ""transmission_routes""]",unspecified,unspecified,unspecified,Unspecified
18108,کدام دارو با مکانیسم القای آنزیم های میکروزومال کبدی می تواند باعث کاهش اثر درمانی داروهای دیگر شود؟,"{'1': 'Clarithromycin ', '2': 'Chloramphenicol ', '3': 'Ethanol ', '4': 'Fluconazole'}",فارماکولوژی,1393,3,"Which drug, through the mechanism of inducing hepatic microsomal enzymes, can reduce the therapeutic effect of other drugs?","{""1"": ""Clarithromycin "", ""2"": ""Chloramphenicol "", ""3"": ""Ethanol "", ""4"": ""Fluconazole""}",Pharmacology,pharmacology,direct_question,pharmacology,drug_interactions,basic,0.0,"[""pharmacology"", ""drug metabolism"", ""enzyme induction""]",unspecified,unspecified,unspecified,Unspecified
7439,آقای 73 ساله صبح امروز به علت شکستگی استخوان هیپ تحت عمل جراحی قرار گرفته است. درحال حاضر در بخش ارتوپدی بستری می باشد. از غروب آفتاب به طور ناگهانی و بدون سابقه قبلی روانپزشکی، دچار بی ربط گویی شده است. بیمار مکان و زمان را نمی داند و اطرافیان را نمی شناسد. رفتار آشفته دارد و سعی می کند سرم خود را درآورد. برای کنترل بیمار چه دارویی را تجویز می کنید؟,"{'1': 'کلردیازپوکساید ', '2': 'سرترالین ', '3': 'هالوپریدول ', '4': 'آمی تریپتیلین'}",روانپزشکی,1397,3,"A 73-year-old man underwent hip fracture surgery this morning. He is currently hospitalized in the orthopedic ward. Since sunset, he has suddenly started speaking incoherently, with no prior psychiatric history. The patient does not know the time or place and does not recognize those around him. He has agitated behavior and is trying to remove his IV line. What medication would you prescribe to control the patient?","{""1"": ""Chlordiazepoxide"", ""2"": ""Sertraline"", ""3"": ""Haloperidol"", ""4"": ""Amitriptyline""}",Psychiatry,treatment,case_scenario,psychiatry,delirium,intermediate,1.0,"[""post-operative complications"", ""delirium diagnosis"", ""pharmacological management of delirium""]",male,73,years,Adult (18+)
